year,month,day,close,volume,start,high,low
2019,7,26,"333,000","203,369","336,000","337,000","330,500"
2019,7,25,"336,000","488,905","345,500","346,000","335,000"
2019,7,24,"353,500","102,363","361,000","361,000","351,000"
2019,7,23,"359,000","87,905","357,500","361,500","357,000"
2019,7,22,"357,000","80,333","360,000","360,000","355,500"
2019,7,19,"361,500","158,745","358,500","361,500","355,000"
2019,7,18,"356,000","145,999","353,000","359,500","352,500"
2019,7,17,"353,000","142,249","355,000","356,500","349,500"
2019,7,16,"353,000","141,257","346,000","353,000","346,000"
2019,7,15,"347,000","102,063","344,000","348,000","342,500"
2019,7,12,"344,500","128,147","341,500","347,000","341,500"
2019,7,11,"341,000","159,837","341,500","344,000","340,000"
2019,7,10,"337,500","151,141","339,000","344,000","337,000"
2019,7,9,"337,500","194,090","344,500","349,000","337,000"
2019,7,8,"345,000","147,643","352,000","352,500","343,500"
2019,7,5,"354,500","100,106","361,000","361,000","352,000"
2019,7,4,"358,500","82,751","359,500","360,000","355,000"
2019,7,3,"355,500","220,098","353,000","359,500","351,000"
2019,7,2,"348,500","105,241","352,500","355,000","348,500"
2019,7,1,"355,000","113,228","360,000","360,000","353,000"
2019,6,28,"354,500","163,529","350,000","356,000","348,000"
2019,6,27,"349,500","172,767","346,000","350,000","343,000"
2019,6,26,"347,500","100,381","350,500","350,500","346,500"
2019,6,25,"352,000","169,316","350,000","356,000","350,000"
2019,6,24,"348,500","84,084","349,000","349,000","345,000"
2019,6,21,"348,000","121,196","350,000","351,500","346,000"
2019,6,20,"352,000","150,039","349,500","352,000","347,500"
2019,6,19,"348,500","102,094","349,500","350,500","346,000"
2019,6,18,"345,500","187,801","348,000","349,000","342,500"
2019,6,17,"348,500","147,491","344,500","350,000","343,500"
2019,6,14,"344,500","229,667","349,000","350,500","341,500"
2019,6,13,"349,000","336,019","345,000","349,000","339,500"
2019,6,12,"337,000","141,549","341,500","342,000","335,000"
2019,6,11,"341,000","285,000","338,000","341,500","329,000"
2019,6,10,"337,000","133,998","334,000","337,000","330,000"
2019,6,7,"330,500","114,979","335,000","335,000","330,000"
2019,6,5,"331,500","158,733","341,000","341,500","331,500"
2019,6,4,"337,500","106,548","337,000","339,500","333,500"
2019,6,3,"337,000","156,208","330,000","337,000","328,500"
2019,5,31,"333,000","222,635","329,000","336,500","327,000"
2019,5,30,"327,500","263,071","329,500","337,500","326,000"
2019,5,29,"323,000","159,476","328,000","330,000","322,000"
2019,5,28,"326,000","288,317","326,000","330,500","322,500"
2019,5,27,"326,000","122,563","324,000","329,000","322,000"
2019,5,24,"325,500","173,785","323,000","326,500","319,000"
2019,5,23,"327,000","147,111","332,000","332,000","325,000"
2019,5,22,"332,000","96,373","331,000","334,000","329,500"
2019,5,21,"329,500","151,917","328,500","333,500","328,000"
2019,5,20,"330,000","134,913","336,000","341,000","328,500"
2019,5,17,"334,000","132,312","339,000","344,000","333,500"
2019,5,16,"335,500","224,008","346,000","347,500","334,500"
2019,5,15,"340,500","256,554","332,500","342,500","330,500"
2019,5,14,"331,500","223,147","328,500","335,000","328,000"
2019,5,13,"333,000","229,518","340,000","342,000","332,500"
2019,5,10,"344,000","243,229","341,000","349,500","339,000"
2019,5,9,"343,000","358,834","355,500","356,500","343,000"
2019,5,8,"356,000","156,763","354,000","360,000","352,500"
2019,5,7,"358,000","190,156","358,000","360,000","355,000"
2019,5,3,"364,500","160,521","360,500","366,000","359,000"
2019,5,2,"359,000","260,801","357,500","364,000","357,500"
2019,4,30,"361,000","247,798","366,000","368,000","356,500"
2019,4,29,"365,000","208,561","357,000","365,000","354,000"
2019,4,26,"358,500","185,237","363,000","364,500","358,500"
2019,4,25,"365,000","281,721","357,500","365,500","356,500"
2019,4,24,"361,500","431,261","371,500","371,500","359,500"
2019,4,23,"371,000","151,790","369,500","372,500","366,500"
2019,4,22,"370,500","164,492","368,500","374,500","368,000"
2019,4,19,"366,500","110,098","370,000","371,000","366,500"
2019,4,18,"369,000","281,963","369,500","373,000","367,000"
2019,4,17,"371,000","155,525","374,000","377,000","370,500"
2019,4,16,"373,500","144,284","373,500","377,000","371,000"
2019,4,15,"374,000","219,027","379,000","381,500","373,000"
2019,4,12,"380,000","206,511","387,000","387,000","379,500"
2019,4,11,"388,500","206,847","389,000","390,000","385,000"
2019,4,10,"389,000","172,063","387,000","389,000","381,500"
2019,4,9,"387,000","159,712","387,000","390,000","380,500"
2019,4,8,"383,500","247,069","377,000","387,000","377,000"
2019,4,5,"377,500","111,499","377,000","379,000","374,000"
2019,4,4,"376,500","117,507","378,000","380,000","373,500"
2019,4,3,"376,500","182,955","366,500","377,000","365,500"
2019,4,2,"372,000","124,592","372,500","375,000","369,500"
2019,4,1,"370,500","170,894","367,000","376,000","366,500"
2019,3,29,"366,000","142,056","365,000","366,000","359,000"
2019,3,28,"361,000","154,119","361,000","364,500","359,000"
2019,3,27,"362,500","201,938","366,000","367,000","360,500"
2019,3,26,"366,500","126,328","367,500","369,000","364,000"
2019,3,25,"367,000","275,020","368,000","371,500","364,000"
2019,3,22,"379,500","168,236","380,000","383,500","376,000"
2019,3,21,"382,000","422,078","375,500","382,000","370,000"
2019,3,20,"363,000","197,333","371,000","371,000","358,500"
2019,3,19,"369,500","101,797","369,000","370,000","365,500"
2019,3,18,"366,000","143,247","375,000","375,000","364,500"
2019,3,15,"370,500","224,707","366,000","374,000","364,500"
2019,3,14,"370,000","218,477","368,000","370,000","364,500"
2019,3,13,"363,000","130,719","365,000","365,500","359,500"
2019,3,12,"365,500","134,842","364,500","369,500","362,500"
2019,3,11,"361,000","176,310","364,500","365,500","358,000"
2019,3,8,"364,500","241,496","369,500","375,000","363,500"
2019,3,7,"366,000","217,748","373,500","375,500","364,500"
2019,3,6,"373,000","185,818","373,500","376,500","370,000"
2019,3,5,"373,500","301,137","384,500","385,000","371,500"
2019,3,4,"387,000","272,909","395,000","400,000","385,500"
2019,2,28,"390,500","232,429","391,000","393,500","387,000"
2019,2,27,"392,000","203,931","388,000","393,000","386,000"
2019,2,26,"386,000","186,216","385,500","388,500","380,500"
2019,2,25,"385,500","184,192","386,500","389,000","381,500"
2019,2,22,"383,500","321,536","387,000","388,000","375,500"
2019,2,21,"387,500","196,217","391,000","392,500","386,500"
2019,2,20,"394,500","187,571","390,000","395,000","388,500"
2019,2,19,"390,000","167,684","390,500","394,500","387,500"
2019,2,18,"391,000","391,159","383,000","395,000","382,000"
2019,2,15,"380,000","176,600","380,000","382,000","377,000"
2019,2,14,"380,000","174,263","375,500","380,000","373,000"
2019,2,13,"378,000","238,938","372,000","378,500","371,000"
2019,2,12,"371,500","161,623","372,000","372,500","368,500"
2019,2,11,"372,000","222,401","374,000","375,500","369,000"
2019,2,8,"370,000","200,400","368,000","375,000","366,000"
2019,2,7,"369,500","203,911","368,000","373,000","368,000"
2019,2,1,"368,000","186,088","369,500","373,000","367,000"
2019,1,31,"368,000","366,641","384,500","385,000","367,000"
2019,1,30,"379,000","292,815","378,500","382,500","368,500"
2019,1,29,"378,000","129,353","374,500","378,000","373,000"
2019,1,28,"374,500","169,205","376,500","380,500","371,000"
2019,1,25,"373,500","179,731","364,000","376,000","363,000"
2019,1,24,"367,500","163,790","365,000","372,500","364,000"
2019,1,23,"369,000","135,604","365,000","371,000","361,500"
2019,1,22,"366,000","168,874","369,500","371,500","361,500"
2019,1,21,"370,000","185,149","370,000","373,000","366,000"
2019,1,18,"368,500","175,106","365,500","371,000","363,000"
2019,1,17,"360,000","195,538","366,000","369,500","359,500"
2019,1,16,"366,000","338,647","356,000","367,500","356,000"
2019,1,15,"356,000","162,948","350,500","356,000","348,500"
2019,1,14,"350,500","116,345","349,000","354,500","347,000"
2019,1,11,"349,000","133,523","347,000","353,000","344,000"
2019,1,10,"347,000","160,808","352,000","354,000","344,500"
2019,1,9,"352,000","189,562","349,500","353,000","346,500"
2019,1,8,"349,500","191,633","346,500","351,500","343,000"
2019,1,7,"343,000","322,157","340,000","350,000","337,500"
2019,1,4,"330,500","146,988","327,500","331,500","321,500"
2019,1,3,"328,000","232,935","337,500","341,000","327,500"
2019,1,2,"337,000","227,694","351,000","353,500","335,500"
2018,12,28,"347,000","107,893","349,000","352,500","345,500"
2018,12,27,"347,000","172,656","359,000","359,500","345,500"
2018,12,26,"353,000","191,680","350,000","356,500","347,500"
2018,12,24,"357,500","104,960","357,000","362,500","355,000"
2018,12,21,"358,500","397,305","344,000","361,500","341,500"
2018,12,20,"344,000","253,607","351,500","351,500","338,000"
2018,12,19,"352,500","276,651","342,000","355,000","342,000"
2018,12,18,"340,000","253,947","349,000","349,500","337,500"
2018,12,17,"351,500","133,815","352,500","358,000","351,500"
2018,12,14,"351,500","175,154","356,500","361,000","346,000"
2018,12,13,"355,000","281,643","352,500","361,000","350,000"
2018,12,12,"350,000","166,963","351,500","353,000","346,000"
2018,12,11,"349,500","170,594","343,500","351,500","343,500"
2018,12,10,"345,000","179,911","347,500","351,000","340,500"
2018,12,7,"351,500","131,615","355,000","360,000","351,000"
2018,12,6,"353,500","175,833","358,000","363,500","350,000"
2018,12,5,"354,500","143,860","350,000","357,500","348,000"
2018,12,4,"358,500","214,522","364,000","364,000","354,500"
2018,12,3,"365,000","327,930","351,500","366,000","351,500"
2018,11,30,"345,500","303,151","349,500","351,500","344,000"
2018,11,29,"347,500","232,946","351,000","351,500","345,500"
2018,11,28,"347,000","300,120","344,000","347,500","340,500"
2018,11,27,"343,000","198,864","337,000","343,000","330,000"
2018,11,26,"335,000","210,200","330,500","338,000","329,000"
2018,11,23,"328,500","147,880","338,000","343,000","327,500"
2018,11,22,"338,000","128,580","341,000","341,000","335,000"
2018,11,21,"340,500","153,279","335,500","343,500","334,500"
2018,11,20,"339,500","170,177","343,500","344,500","335,000"
2018,11,19,"345,500","117,733","342,000","346,000","341,000"
2018,11,16,"344,500","181,324","344,500","347,500","342,000"
2018,11,15,"342,000","150,336","337,000","342,500","335,000"
2018,11,14,"340,000","265,603","338,000","343,000","332,000"
2018,11,13,"335,500","208,344","328,500","335,500","321,500"
2018,11,12,"333,500","180,275","328,500","335,000","323,500"
2018,11,9,"327,500","347,828","335,000","339,000","326,500"
2018,11,8,"335,000","345,238","345,000","347,000","335,000"
2018,11,7,"340,000","361,104","348,000","350,000","338,500"
2018,11,6,"350,000","214,150","359,500","359,500","345,500"
2018,11,5,"356,000","177,433","356,500","363,500","348,000"
2018,11,2,"358,000","239,187","347,000","359,000","345,000"
2018,11,1,"339,000","209,045","350,000","352,500","338,500"
2018,10,31,"347,000","251,134","336,000","348,000","330,000"
2018,10,30,"338,500","276,286","335,500","346,000","329,500"
2018,10,29,"335,500","448,795","340,000","348,000","331,500"
2018,10,26,"324,000","320,435","344,000","344,500","317,500"
2018,10,25,"339,500","264,688","323,500","339,500","323,000"
2018,10,24,"330,500","280,451","334,500","343,000","328,000"
2018,10,23,"329,000","150,924","334,500","337,000","326,000"
2018,10,22,"337,500","197,166","328,000","339,000","323,000"
2018,10,19,"330,000","241,703","314,000","333,500","313,500"
2018,10,18,"317,000","135,868","326,000","328,500","316,000"
2018,10,17,"325,000","136,572","325,000","329,000","321,500"
2018,10,16,"318,500","145,684","329,000","329,000","318,500"
2018,10,15,"324,500","233,988","317,000","329,500","316,000"
2018,10,12,"315,500","256,790","307,000","319,000","305,000"
2018,10,11,"307,000","378,913","307,000","311,500","302,000"
2018,10,10,"316,000","260,899","323,000","326,500","316,000"
2018,10,8,"321,500","197,409","321,000","327,000","319,000"
2018,10,5,"324,000","365,895","331,500","334,500","319,500"
2018,10,4,"329,500","487,014","355,000","355,500","328,500"
2018,10,2,"353,000","271,022","370,500","373,000","351,000"
2018,10,1,"368,500","168,059","365,500","372,000","365,500"
2018,9,28,"365,500","188,182","370,500","373,000","365,000"
2018,9,27,"370,000","252,375","360,000","372,500","360,000"
2018,9,21,"367,000","197,796","364,500","367,500","360,000"
2018,9,20,"361,000","210,992","358,500","364,000","354,000"
2018,9,19,"360,000","230,425","371,000","371,000","359,000"
2018,9,18,"367,000","286,490","354,500","367,000","350,500"
2018,9,17,"354,000","237,273","359,000","363,500","353,000"
2018,9,14,"352,000","167,126","348,500","356,000","348,500"
2018,9,13,"350,000","331,687","347,000","354,000","346,500"
2018,9,12,"343,500","180,103","343,000","348,500","341,500"
2018,9,11,"341,000","296,052","347,000","351,000","338,000"
2018,9,10,"347,000","207,667","348,500","356,000","346,000"
2018,9,7,"352,000","194,487","351,500","356,000","344,500"
2018,9,6,"351,000","272,191","358,000","360,500","349,000"
2018,9,5,"358,000","251,673","367,000","368,000","356,500"
2018,9,4,"367,500","167,988","369,500","371,500","364,000"
2018,9,3,"368,000","201,113","365,500","370,500","360,500"
2018,8,31,"366,000","229,780","362,000","366,000","355,500"
2018,8,30,"363,500","229,283","370,500","370,500","363,000"
2018,8,29,"374,000","173,330","368,500","375,000","366,500"
2018,8,28,"366,000","243,083","372,500","376,500","365,000"
2018,8,27,"372,000","271,726","366,000","374,500","360,500"
2018,8,24,"366,000","288,319","355,500","366,500","352,500"
2018,8,23,"356,500","238,476","355,500","358,500","354,000"
2018,8,22,"354,500","351,978","366,000","366,500","351,000"
2018,8,21,"364,000","306,601","364,000","366,500","358,500"
2018,8,20,"366,000","150,033","369,500","372,500","364,000"
2018,8,17,"365,500","136,918","370,000","371,500","364,000"
2018,8,16,"367,500","267,621","364,000","373,500","361,500"
2018,8,14,"373,000","169,637","368,500","374,500","367,500"
2018,8,13,"368,000","216,645","374,500","376,500","366,500"
2018,8,10,"375,000","264,018","385,000","386,500","369,000"
2018,8,9,"385,000","261,641","375,500","385,000","371,000"
2018,8,8,"376,000","212,497","384,000","387,500","376,000"
2018,8,7,"383,000","288,687","378,000","386,000","375,000"
2018,8,6,"381,000","309,612","391,000","393,000","376,500"
2018,8,3,"391,000","424,377","375,500","391,000","373,500"
2018,8,2,"375,000","230,794","374,500","378,000","373,000"
2018,8,1,"374,500","274,139","376,500","382,500","368,500"
2018,7,31,"375,000","186,065","377,500","378,500","372,500"
2018,7,30,"377,000","247,627","375,500","380,500","370,500"
2018,7,27,"374,500","341,202","376,000","379,500","367,000"
2018,7,26,"372,500","456,404","364,000","374,000","362,000"
2018,7,25,"361,500","1,134,542","346,000","363,500","344,500"
2018,7,24,"330,500","243,972","335,000","338,500","327,500"
2018,7,23,"333,000","208,747","336,500","341,000","331,000"
2018,7,20,"332,500","170,407","336,000","337,500","331,000"
2018,7,19,"336,000","311,545","335,000","339,000","332,000"
2018,7,18,"331,000","326,510","323,000","333,000","323,000"
2018,7,17,"321,500","271,505","328,500","329,000","317,000"
2018,7,16,"328,000","173,396","338,000","340,500","327,500"
2018,7,13,"335,000","321,145","328,000","338,500","327,500"
2018,7,12,"323,500","323,171","326,000","329,500","323,500"
2018,7,11,"326,000","177,280","322,500","328,000","320,000"
2018,7,10,"325,500","249,661","326,000","332,000","324,500"
2018,7,9,"322,500","308,046","321,000","329,500","315,000"
2018,7,6,"322,000","287,560","320,000","325,000","315,000"
2018,7,5,"320,500","184,723","315,000","324,000","315,000"
2018,7,4,"317,500","151,246","318,500","324,500","317,000"
2018,7,3,"317,500","309,321","320,000","322,500","312,000"
2018,7,2,"317,500","370,321","332,500","335,000","316,000"
2018,6,29,"333,500","358,347","334,500","336,500","323,000"
2018,6,28,"334,000","233,374","335,000","338,500","332,000"
2018,6,27,"335,500","423,651","345,500","347,500","335,500"
2018,6,26,"348,500","224,402","347,000","353,500","344,000"
2018,6,25,"351,000","229,558","347,500","353,000","338,500"
2018,6,22,"343,000","354,003","343,000","346,500","336,000"
2018,6,21,"349,500","245,404","349,500","355,500","347,500"
2018,6,20,"353,500","273,786","350,000","356,500","350,000"
2018,6,19,"349,500","295,137","363,000","365,000","348,000"
2018,6,18,"366,500","263,538","371,500","375,000","363,500"
2018,6,15,"373,500","271,394","377,000","380,000","372,500"
2018,6,14,"370,000","361,070","380,500","381,000","370,000"
2018,6,12,"380,500","283,822","380,000","383,500","377,000"
2018,6,11,"377,000","352,196","374,000","378,000","365,000"
2018,6,8,"375,500","368,726","370,500","378,000","367,500"
2018,6,7,"368,500","440,365","368,000","377,500","366,000"
2018,6,5,"363,500","306,447","364,500","368,000","358,000"
2018,6,4,"363,000","512,468","338,500","364,500","338,500"
2018,6,1,"337,000","109,544","338,000","340,000","332,500"
2018,5,31,"338,500","318,155","332,500","341,000","332,500"
2018,5,30,"330,500","372,066","340,500","341,000","328,500"
2018,5,29,"343,500","162,022","352,000","352,500","343,500"
2018,5,28,"352,000","133,191","353,000","356,500","349,500"
2018,5,25,"352,500","334,692","344,500","356,500","344,000"
2018,5,24,"345,000","244,651","345,000","348,500","339,500"
2018,5,23,"343,500","491,113","340,000","352,500","339,500"
2018,5,21,"338,500","195,380","344,000","345,000","335,000"
2018,5,18,"344,000","164,369","345,000","350,500","342,500"
2018,5,17,"345,500","212,479","345,500","353,500","345,000"
2018,5,16,"342,000","225,069","348,000","348,000","340,000"
2018,5,15,"348,500","185,959","350,500","353,500","346,500"
2018,5,14,"354,500","302,609","349,000","357,500","347,000"
2018,5,11,"345,000","214,165","343,500","347,500","341,500"
2018,5,10,"340,000","189,496","339,500","344,500","337,500"
2018,5,9,"339,500","242,892","328,500","341,500","326,500"
2018,5,8,"330,500","356,424","332,000","336,000","330,500"
2018,5,4,"341,000","194,462","340,000","344,000","340,000"
2018,5,3,"343,000","296,458","337,000","344,500","333,500"
2018,5,2,"339,000","523,971","356,000","358,500","338,500"
2018,4,30,"360,000","155,327","351,500","361,000","351,500"
2018,4,27,"354,500","156,968","354,000","360,000","354,000"
2018,4,26,"353,500","232,263","353,500","356,500","352,500"
2018,4,25,"352,500","496,231","370,500","370,500","350,500"
2018,4,24,"374,500","144,778","375,000","376,500","371,500"
2018,4,23,"372,500","126,975","374,500","374,500","369,500"
2018,4,20,"372,500","140,993","376,500","378,500","372,000"
2018,4,19,"376,000","170,308","377,500","381,000","373,500"
2018,4,18,"376,000","200,737","373,500","378,500","371,500"
2018,4,17,"368,500","117,092","367,000","369,500","366,000"
2018,4,16,"365,000","216,512","374,000","375,000","364,000"
2018,4,13,"373,000","146,231","376,500","377,000","370,500"
2018,4,12,"378,000","262,006","373,000","379,000","369,500"
2018,4,11,"367,000","261,589","370,000","374,000","366,500"
2018,4,10,"368,000","298,550","374,000","374,000","364,500"
2018,4,9,"376,000","142,530","375,500","378,000","373,500"
2018,4,6,"379,000","131,831","382,500","382,500","375,500"
2018,4,5,"383,500","158,893","377,000","389,000","377,000"
2018,4,4,"376,000","180,548","381,500","384,500","373,500"
2018,4,3,"378,500","238,504","381,500","382,000","375,500"
2018,4,2,"387,500","161,454","394,000","398,500","387,000"
2018,3,30,"385,500","103,447","390,000","391,000","385,500"
2018,3,29,"386,000","199,377","386,500","391,000","381,500"
2018,3,28,"386,000","292,609","396,500","401,500","384,500"
2018,3,27,"403,000","127,168","404,000","408,500","402,500"
2018,3,26,"400,000","155,289","390,500","402,000","390,500"
2018,3,23,"393,500","208,234","399,500","403,500","392,000"
2018,3,22,"409,000","131,002","413,500","416,500","407,500"
2018,3,21,"410,000","169,621","417,000","417,500","408,000"
2018,3,20,"406,500","144,071","402,000","407,000","399,500"
2018,3,19,"405,000","140,007","419,000","419,500","404,000"
2018,3,16,"413,500","205,744","419,000","419,000","408,500"
2018,3,15,"419,000","241,683","414,000","420,000","411,500"
2018,3,14,"411,500","199,225","415,000","419,000","410,000"
2018,3,13,"409,500","148,046","404,500","411,500","400,500"
2018,3,12,"410,500","216,317","410,500","413,500","407,500"
2018,3,9,"406,500","364,917","387,000","408,000","383,500"
2018,3,8,"387,000","208,588","386,000","387,000","378,000"
2018,3,7,"385,000","150,030","384,500","390,500","382,500"
2018,3,6,"387,500","159,217","379,500","387,500","377,000"
2018,3,5,"375,000","144,653","383,500","383,500","372,500"
2018,3,2,"383,500","184,855","385,000","385,500","379,000"
2018,2,28,"383,000","184,706","394,500","397,000","383,000"
2018,2,27,"398,000","205,730","400,000","400,500","396,000"
2018,2,26,"394,000","206,748","393,500","397,500","390,000"
2018,2,23,"389,000","242,090","380,500","389,500","378,000"
2018,2,22,"376,500","120,813","372,500","378,500","371,500"
2018,2,21,"374,500","128,261","375,500","376,500","371,000"
2018,2,20,"376,500","117,191","384,000","384,000","375,000"
2018,2,19,"383,500","211,347","378,000","383,500","376,500"
2018,2,14,"372,500","141,209","362,500","374,000","362,500"
2018,2,13,"364,500","249,981","375,000","376,000","361,500"
2018,2,12,"372,000","216,955","369,500","376,500","366,500"
2018,2,9,"366,000","238,835","363,500","369,000","361,500"
2018,2,8,"374,000","335,211","375,000","381,500","369,000"
2018,2,7,"375,000","366,880","393,000","395,000","375,000"
2018,2,6,"388,500","431,592","375,500","390,000","373,000"
2018,2,5,"390,000","395,055","392,500","393,000","388,000"
2018,2,2,"400,500","468,545","415,000","416,000","400,000"
2018,2,1,"418,500","392,278","434,500","440,000","418,500"
2018,1,31,"432,000","212,494","432,500","435,000","421,000"
2018,1,30,"436,000","220,050","441,500","447,500","436,000"
2018,1,29,"441,500","202,072","436,000","442,000","434,000"
2018,1,26,"435,500","134,906","436,000","443,500","430,500"
2018,1,25,"436,500","177,052","436,000","440,500","435,000"
2018,1,24,"438,000","309,355","424,500","438,000","424,500"
2018,1,23,"423,000","132,280","420,000","423,000","417,000"
2018,1,22,"418,000","203,541","425,500","426,000","412,000"
2018,1,19,"423,500","147,058","417,000","424,500","417,000"
2018,1,18,"417,000","161,817","420,500","423,500","415,500"
2018,1,17,"420,500","178,216","430,500","435,000","420,500"
2018,1,16,"431,500","144,682","438,000","440,500","429,000"
2018,1,15,"437,000","212,044","426,000","441,500","425,500"
2018,1,12,"426,000","150,523","418,500","429,000","418,500"
2018,1,11,"421,500","131,522","421,500","426,000","415,500"
2018,1,10,"416,500","126,227","427,500","428,500","416,500"
2018,1,9,"425,500","235,552","427,500","436,500","424,000"
2018,1,8,"424,500","321,484","409,000","425,000","407,000"
2018,1,5,"405,000","154,954","396,500","405,500","395,000"
2018,1,4,"395,500","215,698","410,000","412,000","395,000"
2018,1,3,"409,500","103,370","404,000","413,000","404,000"
2018,1,2,"411,000","153,739","407,000","415,000","406,500"
2017,12,28,"405,000","169,517","396,500","407,000","395,000"
2017,12,27,"394,500","138,310","394,000","395,000","391,000"
2017,12,26,"392,000","267,020","393,500","395,000","392,000"
2017,12,22,"393,500","134,256","391,500","395,000","389,500"
2017,12,21,"391,000","123,480","398,500","398,500","391,000"
2017,12,20,"398,000","142,948","396,500","398,500","395,000"
2017,12,19,"398,500","135,439","399,500","399,500","395,500"
2017,12,18,"397,500","158,523","396,000","398,000","393,000"
2017,12,15,"394,000","197,159","395,000","397,000","393,000"
2017,12,14,"390,000","379,926","394,000","397,000","388,000"
2017,12,13,"393,000","298,912","388,500","398,500","388,500"
2017,12,12,"390,000","270,505","399,000","400,000","388,000"
2017,12,11,"400,000","143,139","398,500","403,500","397,500"
2017,12,8,"398,500","161,340","393,500","400,000","393,500"
2017,12,7,"397,000","257,473","405,500","407,000","395,000"
2017,12,6,"408,500","140,456","414,000","416,000","408,500"
2017,12,5,"414,000","160,533","416,500","419,500","410,000"
2017,12,4,"420,000","180,998","414,500","422,500","413,500"
2017,12,1,"412,000","547,839","412,000","416,000","407,000"
2017,11,30,"417,500","339,763","424,500","426,000","416,000"
2017,11,29,"422,500","149,735","419,500","425,000","419,500"
2017,11,28,"420,500","152,850","420,000","424,500","418,000"
2017,11,27,"419,500","235,268","422,500","426,000","416,000"
2017,11,24,"423,500","154,584","424,500","426,000","421,000"
2017,11,23,"421,500","195,782","418,000","424,000","418,000"
2017,11,22,"417,000","254,436","411,000","417,000","407,500"
2017,11,21,"413,000","205,930","409,500","413,000","408,000"
2017,11,20,"409,500","231,641","409,000","412,500","408,000"
2017,11,17,"408,500","285,105","408,000","414,500","405,500"
2017,11,16,"405,500","248,330","397,000","406,000","392,500"
2017,11,15,"397,000","292,227","391,000","397,000","388,500"
2017,11,14,"392,500","365,212","394,500","396,000","388,500"
2017,11,13,"394,500","494,297","403,500","406,500","390,000"
2017,11,10,"406,500","167,505","411,500","412,000","405,000"
2017,11,9,"414,000","194,087","415,000","415,000","410,000"
2017,11,8,"409,000","206,990","406,000","412,000","403,500"
2017,11,7,"409,000","245,940","408,500","413,500","403,500"
2017,11,6,"409,000","270,093","410,000","416,000","407,000"
2017,11,3,"414,000","387,441","419,500","419,500","405,000"
2017,11,2,"420,000","329,073","417,500","425,000","412,500"
2017,11,1,"414,500","336,389","407,000","419,000","405,500"
