year,month,day,close,start,high,low,volume
2017,10,27,329.23,327.5,329.75,326.62,"90,503"
2017,10,26,326.99,328.63,329.65,326.99,"99,449"
2017,10,25,329.31,329.75,330.05,327.84,"83,839"
2017,10,24,328.96,329.34,330.12,328.91,"70,815"
2017,10,23,329.45,330.24,330.55,328.5,"75,013"
2017,10,20,328.89,327.08,328.89,327.02,"99,617"
2017,10,19,326.47,328.67,329.34,326.04,"90,044"
2017,10,18,328.4,328.06,329.43,327.13,"75,594"
2017,10,17,328.51,328.69,329.21,327.84,"76,865"
2017,10,16,327.82,328.57,329.42,326.99,"85,193"
2017,10,13,327.35,327.7,328.44,326.65,"100,703"
2017,10,12,328.11,326.58,328.11,325.96,"98,834"
2017,10,11,326.12,323.97,326.2,323.43,"86,128"
2017,10,10,322.49,321.29,324,320.57,"99,579"
2017,9,29,316.27,314.6,316.45,314.6,"63,213"
2017,9,28,313.85,314.32,315.17,312.88,"70,540"
2017,9,27,313.82,314.73,314.73,313.32,"66,673"
2017,9,26,314.29,314.96,315.68,313.68,"85,807"
2017,9,25,316.4,316.81,317.35,315.3,"78,658"
2017,9,22,316.71,318.06,319.15,315.47,"91,114"
2017,9,21,318.25,318.38,319.23,317.4,"92,118"
2017,9,20,318.48,319.1,320.4,317.19,"93,158"
2017,9,19,318.51,319.04,319.45,318.03,"89,266"
2017,9,18,318.93,314.31,318.93,314.17,"77,354"
2017,9,15,313.69,311.19,313.69,310.82,"92,789"
2017,9,14,312.52,310.82,312.52,309.75,"132,259"
2017,9,13,310,311.16,312.24,309.76,"86,744"
2017,9,12,310.42,311.7,311.78,309.53,"70,413"
2017,9,11,309.83,309.06,311.26,308.95,"81,058"
2017,9,8,307.43,307.68,308.1,306.63,"69,036"
2017,9,7,306.97,304.4,307.56,304.36,"80,368"
2017,9,6,303.18,303.62,303.85,302.41,"91,538"
2017,9,5,304.06,305.64,305.66,303.06,"75,190"
2017,9,4,304.19,302.52,306.38,302.45,"67,729"
2017,9,1,307.78,308.85,309.43,306.82,"75,665"
2017,8,31,308.28,309.77,310.33,307.14,"99,273"
2017,8,30,309.65,309.08,309.65,308.45,"59,534"
2017,8,29,308.64,307.46,308.64,304.24,"65,554"
2017,8,28,309.53,310.69,311.79,308.89,"63,867"
2017,8,25,311.21,311.56,312.16,310.24,"73,860"
2017,8,24,310.73,310.14,311.73,309.72,"72,198"
2017,8,23,309.71,311.02,311.52,308.85,"62,661"
2017,8,22,309.34,308.66,309.93,308.5,"63,192"
2017,8,21,308.14,309.09,309.09,307.56,"62,873"
2017,8,18,308.39,305.91,309.08,305.9,"77,616"
2017,8,17,309.02,307.85,309.58,307.16,"99,261"
2017,8,16,307.16,308.27,308.66,306.59,"89,402"
2017,8,14,304.93,304.99,305.84,303.75,"68,090"
2017,8,11,302.72,303.37,304.96,301.32,"96,751"
2017,8,10,308.37,308.3,309.78,305.73,"105,187"
2017,8,9,309.52,311.2,312.34,309.18,"73,811"
2017,8,8,313.4,314.94,315.66,311.99,"71,588"
2017,8,7,313.96,314.34,315.75,313.24,"68,357"
2017,8,4,313.46,312.8,314.14,311.89,"79,346"
2017,8,3,312.29,316.95,317.02,310.22,"112,323"
2017,8,2,317.69,318.58,318.86,317.17,"94,041"
2017,8,1,317.04,313.58,318.58,313.19,"81,843"
2017,7,31,314.6,312.73,314.81,312.2,"82,978"
2017,7,28,314.13,319.01,319.18,313.72,"100,380"
2017,7,27,320.51,320.63,321.46,319.51,"75,487"
2017,7,26,319.46,320.86,320.9,318.68,"96,655"
2017,7,25,320.15,321.7,322.16,319.72,"82,695"
2017,7,24,322.01,321.74,322.01,320.82,"71,712"
2017,7,21,321.79,320.17,322.01,320,"81,102"
2017,7,20,320.61,319.68,320.99,318.67,"81,104"
2017,7,19,318.91,319.15,319.15,317.52,"77,076"
2017,7,18,318.65,318.38,318.66,317.59,"80,887"
2017,7,17,318.52,319.22,319.45,317.86,"74,535"
2017,7,14,317.35,317.7,318.29,316.81,"103,195"
2017,7,13,316.35,315.46,318.4,315.03,"94,916"
2017,7,12,313.58,313.5,314.3,313.21,"89,116"
2017,7,11,313.59,312.04,313.7,311.5,"85,935"
2017,7,10,311.46,311.65,312.41,310.72,"78,672"
2017,7,7,310.66,310.17,311.45,309.62,"87,671"
2017,7,6,311.88,312.17,312.5,310.76,"73,586"
2017,7,5,311.77,309.87,312.1,309.64,"68,312"
2017,7,4,310.46,312.42,312.82,309.78,"89,184"
2017,7,3,312.39,312.5,312.93,310.85,"71,751"
2017,6,30,311.76,310.61,311.76,310.17,"73,224"
2017,6,29,312.56,312.86,313.79,312.26,"103,106"
2017,6,28,310.84,310.71,312.03,310.47,"94,923"
2017,6,27,312.12,311.72,312.95,311.05,"131,746"
2017,6,26,311.89,310.53,312.22,310.13,"71,900"
2017,6,23,310.26,309.36,310.58,308.96,"81,461"
2017,6,22,309.47,308.6,309.47,307.28,"88,484"
2017,6,21,307.52,307.61,308,306.13,"100,935"
2017,6,20,309.31,310.55,310.63,308.72,"122,388"
2017,6,19,308.61,307.14,309.29,306.19,"87,804"
2017,6,16,306.79,306.97,307.4,305.82,"87,835"
2017,6,15,306.69,308.02,308.83,305.04,"95,415"
2017,6,14,307.95,309.53,310.05,307.03,"113,447"
2017,6,13,308.02,306.25,308.29,306.25,"94,388"
2017,6,12,306.24,307.74,308.31,305.59,"95,852"
2017,6,9,309.38,307.51,310.02,307.17,"118,711"
2017,6,8,306.25,305.7,306.87,304.17,"126,075"
2017,6,7,305.68,306.94,307.59,305.42,"87,995"
2017,6,5,307.33,308.52,308.59,306.79,"76,117"
2017,6,2,307.83,305.34,308.01,305.27,"94,028"
2017,6,1,304.03,304.74,305.3,302.99,"77,246"
2017,5,31,304.67,303.79,306.18,303.64,"114,684"
2017,5,30,304.59,306.89,306.99,303.11,"94,123"
2017,5,29,306.52,307.98,309.32,305.13,"105,980"
2017,5,26,306.96,305.41,308.51,305.07,"98,095"
2017,5,25,305.22,302.83,305.34,302.18,"100,091"
2017,5,24,301.71,302.32,302.79,301.23,"111,991"
2017,5,23,301.36,301.44,303.7,300.41,"76,649"
2017,5,22,300.63,299.76,300.7,298.98,"71,066"
2017,5,19,298.08,298.26,299.1,297.44,"74,781"
2017,5,18,298.47,296.34,298.78,295.66,"83,317"
2017,5,17,299.34,299.02,299.95,297.9,"77,839"
2017,5,16,299.67,301.25,301.65,298.05,"97,285"
2017,5,15,298.87,298.54,299.84,297.51,"58,674"
2017,5,12,298.25,299.78,300.1,297.84,"74,390"
2017,5,11,299.75,297.25,300.22,296.35,"111,190"
2017,5,10,296.19,299.81,304.26,295.53,"128,101"
2017,5,8,299.86,292.95,299.86,292.66,"102,036"
2017,5,4,292.47,290.53,292.47,290.53,"65,038"
2017,5,2,289.65,288.6,291.12,288.39,"69,807"
2017,4,28,287.21,288.51,289.02,286.76,"78,762"
2017,4,27,287.34,285.8,287.76,285.52,"83,544"
2017,4,26,286.78,286.04,287.22,285.79,"84,108"
2017,4,25,285.41,282.17,285.47,282,"76,977"
2017,4,24,281.96,281.66,282.04,280.81,"68,129"
2017,4,21,280.05,279.44,280.89,278.8,"60,450"
2017,4,20,277.76,276.32,278.04,275.75,"69,505"
2017,4,19,276.49,277.66,278.07,275.97,"65,260"
2017,4,18,278.23,279.36,279.42,277.05,"54,714"
2017,4,17,278.1,278.06,279.06,277.49,"47,714"
2017,4,14,277.31,277.59,278.14,276.12,"44,578"
2017,4,13,279.12,276.38,279.12,275.66,"74,097"
2017,4,12,276.21,276.11,276.43,275.28,"57,613"
2017,4,11,275.49,276.55,277.46,275.01,"59,390"
2017,4,10,277.21,278.69,278.69,276.5,"59,920"
2017,4,7,279.01,279.64,279.82,277.63,"65,059"
2017,4,6,279.47,279.57,279.81,278.2,"56,813"
2017,4,5,280.74,280.99,281.36,278.76,"72,393"
2017,4,4,280.92,281.25,281.77,280.32,"59,582"
2017,4,3,281.6,281.51,282.35,280.85,"56,545"
2017,3,31,280.64,282.03,282.09,280.63,"59,370"
2017,3,30,281.66,282.44,283.11,280.95,"58,287"
2017,3,29,281.86,282.52,282.54,281.27,"68,195"
2017,3,28,281.25,281.85,282.24,280.5,"62,565"
2017,3,27,280.36,281.1,281.79,279.98,"70,909"
2017,3,24,282.31,282.66,284,281.49,"71,004"
2017,3,23,282.81,283.29,284.38,282.58,"76,370"
2017,3,22,282.63,281.07,282.66,280.85,"89,305"
2017,3,21,283.84,281.54,284.4,281.23,"82,817"
2017,3,20,280.75,281.08,281.16,280,"59,317"
2017,3,17,281.86,280.02,281.95,279.65,"86,562"
2017,3,16,280.11,280.99,281.35,279.26,"86,726"
2017,3,15,277.89,276.91,278.22,276.78,"72,419"
2017,3,14,277.89,276.8,278.2,276.51,"80,673"
2017,3,13,275.41,273.03,276.25,272.79,"72,076"
2017,3,10,272.29,271.08,273,270.24,"67,633"
2017,3,9,271.62,272.73,272.97,271.56,"71,716"
2017,3,8,272.29,271.65,273.21,271.32,"68,167"
2017,3,7,271.87,270.22,272.45,269.96,"69,476"
2017,3,6,270.41,269.07,270.74,268.36,"72,120"
2017,3,3,269.77,271.03,271.48,268.77,"78,076"
2017,3,2,272.65,272.14,273.34,271.35,"105,762"
2017,2,28,270.06,269.27,270.62,269.1,"88,888"
2017,2,27,268.97,270.35,270.62,268.72,"81,076"
2017,2,24,270.38,272.61,272.84,269.76,"116,667"
2017,2,23,272.89,272.61,273.18,272.18,"64,489"
2017,2,22,272.85,272.61,273.15,271.96,"64,581"
2017,2,21,272.11,269.9,273.13,269.7,"61,710"
2017,2,20,269.73,269.41,269.92,268.57,"54,535"
2017,2,17,268.84,267.6,269.02,267.6,"59,751"
2017,2,16,268.93,269.48,270.22,268.32,"65,399"
2017,2,15,268.81,267.64,269.47,267.06,"75,725"
2017,2,14,267.9,268.82,269.34,267.05,"68,622"
2017,2,13,268.81,268.48,268.85,267.88,"71,066"
2017,2,10,268.66,269.04,269.72,268.43,"83,141"
2017,2,9,267.69,267.99,268.91,267.21,"72,701"
2017,2,8,267.72,268.51,268.56,265.76,"64,573"
2017,2,7,268.97,269.52,269.68,268.51,"71,252"
2017,2,6,269.49,270.65,271.08,268.75,"71,641"
2017,2,3,268.85,269.1,269.62,267.37,"71,589"
2017,2,2,268.49,269.63,271.25,268.01,"76,735"
2017,2,1,269.56,269.16,269.97,268.87,"65,868"
2017,1,31,268.09,269.61,270,268.09,"69,680"
2017,1,26,270.48,269.15,271.21,268.47,"70,098"
2017,1,25,268.15,268.65,269.04,267.28,"63,438"
2017,1,24,267.3,267.79,268.25,266.24,"54,348"
2017,1,23,267.12,266.77,267.84,265.53,"56,738"
2017,1,20,266.52,266.45,267.35,266.18,"55,384"
2017,1,19,267.7,269.3,270.01,266.39,"59,533"
2017,1,18,267.08,267.64,267.96,265.37,"56,660"
2017,1,17,267.37,266.65,268.53,266.33,"64,797"
2017,1,16,266.15,267.71,268.53,265.37,"63,876"
2017,1,13,267.91,268.34,268.68,267.66,"61,589"
2017,1,12,269.95,268.48,269.95,267.93,"70,686"
2017,1,11,268.15,264.24,268.91,264.18,"76,588"
2017,1,10,263.73,263.15,263.88,262.83,"60,749"
2017,1,9,263.74,263.83,264.55,263.34,"59,179"
2017,1,6,263.2,263.01,263.61,262.66,"56,572"
2017,1,5,261.98,262.88,262.94,261.64,"78,823"
2017,1,4,263.12,263.19,263.27,262.47,"68,765"
2017,1,3,262.97,261.55,263,260.72,"61,839"
2017,1,2,260.36,259.42,261.21,258.64,"36,913"
2016,12,29,260.01,259.02,260.04,258.62,"48,685"
2016,12,28,259.7,259.65,260.59,259.52,"54,257"
2016,12,27,262.49,262.35,262.85,261.79,"52,536"
2016,12,26,261.9,261.83,262.27,261.36,"45,263"
2016,12,23,261.61,262.1,262.26,261.3,"46,536"
2016,12,22,261.97,262.71,262.92,261.66,"53,376"
2016,12,21,262.1,263.76,264.42,262.1,"62,168"
2016,12,20,262.59,262.78,263.26,262.14,"51,201"
2016,12,19,261.93,262.03,263.22,261.86,"46,955"
2016,12,16,262.56,261.59,262.91,261.16,"60,475"
2016,12,15,261.45,259.9,262.08,259.82,"55,035"
2016,12,14,262,262.64,262.86,261.12,"55,929"
2016,12,13,261.63,260.38,261.72,260.08,"77,992"
2016,12,12,260.72,261.59,261.69,259.89,"56,950"
2016,12,9,260.91,261.24,261.29,260.34,"58,354"
2016,12,8,262,258.79,262,258.63,"74,290"
2016,12,7,256.34,256.57,257.05,255.96,"54,700"
2016,12,6,255.63,253.88,256.27,253.85,"61,485"
2016,12,5,252.14,252.12,253.04,251.52,"50,361"
2016,12,2,252.88,253.93,254.22,252.06,"55,139"
2016,12,1,254.48,254.84,255.23,254.06,"59,348"
2016,11,30,254.26,253.2,255,252.86,"67,936"
2016,11,29,252.91,252.98,253.63,252.32,"50,824"
2016,11,28,252.96,252.46,253.63,250.87,"45,864"
2016,11,25,252.26,252.19,252.84,251.64,"44,611"
2016,11,24,252.03,253.22,253.71,251.44,"53,636"
2016,11,23,253.66,253.09,254.71,252.22,"68,300"
2016,11,22,252.37,250.85,252.85,250.47,"62,526"
2016,11,21,249.51,249.7,250.8,248.93,"55,388"
2016,11,18,250.21,250.9,251.02,249.23,"78,550"
2016,11,17,250.46,249.62,250.86,248.71,"67,352"
2016,11,16,250.32,250.93,251.54,250.23,"79,965"
2016,11,15,249.2,250.39,250.93,249.18,"87,818"
2016,11,14,250.01,251.59,252.36,250,"100,351"
2016,11,11,251.99,252.93,253.88,251.9,"101,509"
2016,11,10,255.31,253.8,255.31,252.64,"119,316"
2016,11,9,249.67,255.83,257.03,246.51,"123,179"
2016,11,8,255.26,256.2,256.31,254.1,"46,853"
2016,11,7,254.6,254.79,255.42,254,"49,039"
2016,11,4,252.57,252.85,253.29,251.86,"44,617"
2016,11,3,252.9,252.44,253.74,251.72,"56,224"
2016,11,2,252.83,254.27,254.77,252.33,"67,054"
2016,11,1,255.99,255.35,256.3,253.51,"71,630"
2016,10,31,255.93,255.6,256.66,255.21,"59,124"
2016,10,28,256.53,256.45,257.3,255.89,"53,169"
2016,10,27,256.66,256.25,256.99,255.62,"68,404"
2016,10,26,255.52,257.73,257.73,254.13,"65,631"
2016,10,25,258.57,258.79,258.92,257.82,"68,928"
2016,10,24,259.48,257.83,259.48,257.76,"53,738"
2016,10,21,257.26,258.16,258.39,256.82,"52,581"
2016,10,20,258.41,258.55,259.28,257.8,"60,714"
2016,10,19,258.21,257.25,259.67,257.17,"62,057"
2016,10,18,257.98,256.17,258.04,255.99,"59,071"
2016,10,17,256.19,255.9,257.07,253.71,"55,158"
2016,10,14,255.09,254.7,255.91,254.66,"61,590"
2016,10,13,253.93,256.19,256.6,253.79,"58,490"
2016,10,12,256.2,254.69,256.67,254.56,"62,692"
2016,10,11,256.15,259.29,260.4,255.93,"68,771"
2016,10,10,260.31,258.85,260.71,257.68,"74,084"
2016,10,7,260.06,261.17,261.53,259.73,"62,370"
2016,10,6,261.13,261.6,261.68,259.65,"64,936"
2016,10,5,258.99,257.51,259.49,256.67,"58,014"
2016,10,4,259.18,259.51,259.74,258.55,"62,561"
2016,9,30,257.49,258.3,258.91,257.29,"74,919"
2016,9,29,260.35,259.6,260.95,259.6,"65,366"
2016,9,28,258.21,259.32,259.46,257.96,"59,187"
2016,9,27,259.57,256.16,259.87,255.16,"58,685"
2016,9,26,257.48,258.07,259.32,256.9,"43,876"
2016,9,23,258.37,258.44,259.14,257.71,"58,393"
2016,9,22,258.34,258.46,259.99,258.13,"59,904"
2016,9,21,256.52,254.65,256.55,254.56,"51,982"
2016,9,20,255.09,253.86,255.23,253.33,"54,627"
2016,9,19,253.93,251.51,254.54,251.38,"59,751"
2016,9,13,251.77,253.39,253.55,251.66,"74,549"
2016,9,12,250.53,252.37,253.43,250.53,"66,332"
2016,9,9,257.31,258.68,258.94,256.21,"70,054"
2016,9,8,260.86,260.72,261.48,259.41,"79,383"
2016,9,7,260.31,261.15,262.1,260.31,"68,750"
2016,9,6,260.93,259.39,261.16,259.26,"49,970"
2016,9,5,259.64,257.85,259.74,257.63,"54,168"
2016,9,2,256.5,256.16,256.73,255.57,"49,266"
2016,9,1,256.03,254.95,256.13,253.86,"56,098"
2016,8,31,256.87,257.21,257.49,255.9,"66,352"
2016,8,30,257.49,257.27,258.93,257,"56,516"
2016,8,29,256.49,254.93,256.66,254.45,"62,755"
2016,8,26,256.23,256.17,256.76,255.02,"68,304"
2016,8,25,257.26,256.78,257.76,256,"58,804"
2016,8,24,257.3,258.4,258.65,256.54,"54,461"
2016,8,23,258.42,257.57,258.63,257.09,"65,707"
2016,8,22,257.27,258.54,258.63,256.92,"62,921"
2016,8,19,258.69,258.42,258.84,257.54,"72,797"
2016,8,18,258.11,256.62,258.23,255.8,"64,012"
2016,8,17,256.04,255.82,256.32,254.6,"63,810"
2016,8,16,256.15,256.95,258.13,256.12,"68,324"
2016,8,12,256.17,256.86,257.88,255.7,"74,918"
2016,8,11,256.18,255.14,256.18,254.24,"93,472"
2016,8,10,255.43,255.68,256.31,255.06,"66,935"
2016,8,9,255.85,254.38,256.24,254.19,"60,355"
2016,8,8,254.11,253.34,254.18,252.51,"64,329"
2016,8,5,252.36,250.21,252.4,249.96,"62,004"
2016,8,4,249.24,250.22,250.34,248.65,"54,041"
2016,8,3,248.65,250.56,250.56,248.6,"74,699"
2016,8,2,251.93,252.8,253.14,251.76,"61,750"
2016,8,1,253.81,252.91,254.02,252.81,"91,146"
2016,7,29,251.48,252.24,253.37,251.48,"87,035"
2016,7,28,251.86,253.27,253.34,251,"74,226"
2016,7,27,252.73,252.63,253.2,252.13,"78,389"
2016,7,26,252.72,250.19,252.76,249.9,"73,286"
2016,7,25,250.65,250.4,251.49,249.69,"68,797"
2016,7,22,250.04,249.43,250.7,248.97,"55,604"
2016,7,21,250.44,251.11,251.36,249.72,"63,664"
2016,7,20,250.66,250.37,250.66,249.08,"60,018"
2016,7,19,250.97,251.64,251.76,250.08,"62,164"
2016,7,18,251.52,251.08,251.65,250.31,"55,903"
2016,7,15,251.02,250.61,251.72,249.99,"75,736"
2016,7,14,249.8,248.95,249.96,248.36,"67,347"
2016,7,13,249.25,249.44,250.26,247.74,"78,645"
2016,7,12,247.14,247.36,248.35,246.62,"72,908"
2016,7,11,246.99,245.64,247.42,245.44,"63,842"
2016,7,8,243.43,244.3,245.4,242.72,"62,667"
2016,7,7,244.6,243.15,245.02,242.63,"62,210"
2016,7,6,241.86,245.37,245.74,240.73,"71,673"
2016,7,5,246.91,247.67,247.84,246.51,"54,811"
2016,7,4,247.62,246.66,247.94,246.16,"63,633"
2016,7,1,246.52,244.96,247.57,244.78,"63,046"
2016,6,30,244.14,244.25,244.48,242.52,"75,453"
2016,6,29,242.32,241.29,243.71,240.68,"67,355"
2016,6,28,240.08,236.78,240.46,236.73,"79,649"
2016,6,27,239.28,236.79,239.28,236.68,"95,451"
2016,6,24,239.21,248.23,248.27,234.97,"190,033"
2016,6,23,246.31,246.42,246.81,245.64,"65,983"
2016,6,22,246.75,245.17,247.03,244.79,"65,849"
2016,6,21,245.34,244.6,245.5,243.99,"58,403"
2016,6,20,245.17,244.44,245.63,243.74,"75,085"
2016,6,17,241.63,243.35,244.02,241.32,"77,334"
2016,6,16,241.61,243.66,244,240.52,"83,308"
2016,6,15,243.3,243.41,244.16,242.19,"84,096"
2016,6,14,243.35,243.79,244.46,242.36,"107,840"
2016,6,13,244.05,246.74,246.96,243.7,"79,115"
2016,6,10,248.96,249.86,249.86,248.63,"89,453"
2016,6,9,250.19,250.19,251.51,248.46,"138,770"
2016,6,8,250.04,248.24,250.04,247.68,"90,733"
2016,6,7,247.85,245.55,247.86,245.54,"79,435"
2016,6,3,244.39,244.94,244.94,243.67,"86,345"
2016,6,2,244.18,243.88,244.66,243.31,"78,953"
2016,6,1,243.58,242.7,244.19,242.48,"78,835"
2016,5,31,243.63,241.03,243.84,240.36,"117,967"
2016,5,30,241.73,241.94,242.07,240.41,"67,446"
2016,5,27,241.85,241.25,242.41,240.74,"92,225"
2016,5,26,240.58,241.56,242.05,240.45,"130,282"
2016,5,25,240.91,239.68,241.45,239.28,"91,189"
2016,5,24,237.65,239.28,239.48,237.65,"89,473"
2016,5,23,239.85,239.6,240.08,237.81,"57,834"
2016,5,20,238.74,238.67,239.59,238.23,"65,914"
2016,5,19,239.04,239.45,239.68,238.47,"103,128"
2016,5,18,239.82,240.32,240.46,238.14,"103,981"
2016,5,17,241.03,241.67,241.81,240.26,"71,716"
2016,5,16,240.82,240.01,241.32,240.01,"97,138"
2016,5,13,240.6,242.61,242.73,240.03,"74,187"
2016,5,12,242.34,242.23,243.12,241.66,"81,719"
2016,5,11,243.07,244.39,244.39,241.99,"87,896"
2016,5,10,243.68,241.97,243.68,241.77,"114,280"
2016,5,9,242.23,242.84,243.11,241.63,"98,228"
2016,5,4,243.31,243.29,243.85,242.23,"110,857"
2016,5,3,244.29,244.88,244.9,243.48,"71,151"
2016,5,2,243.47,244.86,244.88,243.27,"78,968"
2016,4,29,245.2,245.9,246.01,243.89,"104,339"
2016,4,28,246.27,249.42,249.52,245.91,"108,535"
2016,4,27,248.69,248.87,249.09,248.28,"163,101"
2016,4,26,248.92,247.81,249.22,247.7,"134,475"
2016,4,25,248.13,248.33,248.45,247.08,"129,122"
2016,4,22,248.32,248.44,248.86,247.74,"105,792"
2016,4,21,249.39,248.45,249.5,247.92,"87,879"
2016,4,20,247.26,248.63,249.56,247.26,"93,348"
2016,4,19,247.88,248.67,249.34,247.49,"99,751"
2016,4,18,248,246.7,248.04,246.32,"82,379"
2016,4,15,248.53,248.47,249.03,247.68,"99,585"
2016,4,14,248.89,247.01,248.9,246.76,"136,903"
2016,4,12,243.71,242.05,243.94,241.72,"102,075"
2016,4,11,242.06,241.79,242.29,240.65,"89,459"
2016,4,8,241.77,240.59,241.84,239.57,"117,363"
2016,4,7,242.29,243.05,243.27,241.03,"138,884"
2016,4,6,241.99,240.85,242.59,240.65,"103,088"
2016,4,5,240.58,242.1,242.25,240.28,"63,929"
2016,4,4,243.05,242.38,243.06,241.73,"68,618"
2016,4,1,242.36,245.59,245.66,241.82,"157,191"
2016,3,31,245.86,246.95,247.26,244.55,"89,221"
2016,3,30,246.54,246.98,247.58,246.07,"103,093"
2016,3,29,245.53,244.55,245.88,244.11,"103,640"
2016,3,28,243.95,243.86,244.96,243.66,"104,247"
2016,3,25,243.79,244.61,244.65,243.33,"73,172"
2016,3,24,244.08,244.3,245,243.31,"74,739"
2016,3,23,245.23,245.33,246.18,244.45,"72,958"
2016,3,22,245.41,244.75,245.41,244.06,"73,835"
2016,3,21,244.28,245.44,245.95,243.2,"72,832"
2016,3,18,244.63,245.25,245.27,243.72,"77,050"
2016,3,17,244.09,243.65,245.84,243.58,"88,888"
2016,3,16,242.35,242.04,243.43,241.63,"73,418"
2016,3,15,241.83,242.47,243,241.28,"67,444"
2016,3,14,242.15,243.9,243.94,241.93,"73,873"
2016,3,11,241.97,241.29,242.62,241.17,"60,923"
2016,3,10,241.43,239.91,242.51,239.47,"84,245"
2016,3,9,239.13,237.64,239.13,237.21,"76,741"
2016,3,8,238.44,240.27,240.27,237.32,"119,589"
2016,3,7,240.21,240.47,240.91,239.84,"134,368"
2016,3,4,239.74,239.84,240.31,238.93,"116,636"
2016,3,3,240.09,240.2,240.2,238.68,"111,241"
2016,3,2,238.63,238.45,239.08,238.08,"108,552"
2016,2,29,234.63,235.4,236.28,234.63,"80,365"
2016,2,26,235.22,236.39,236.46,234.86,"77,666"
2016,2,25,235.37,235.57,236.91,233.87,"73,320"
2016,2,24,234.91,234.3,235.58,233.96,"70,373"
2016,2,23,235.03,236.54,236.67,234.42,"70,243"
2016,2,22,234.95,234.58,235.73,233.78,"59,585"
2016,2,19,235.27,234.11,235.31,233.47,"74,343"
2016,2,18,234.74,235.08,235.11,233.52,"81,408"
2016,2,17,231.94,231.66,233.3,230.87,"95,029"
2016,2,16,231.52,229.26,232.13,228.87,"76,713"
2016,2,15,228.4,227.84,228.81,226.86,"82,005"
2016,2,12,224.98,225.5,226.63,223.37,"122,056"
2016,2,11,226.7,227.77,228.35,226.26,"83,572"
2016,2,5,233.3,232.73,233.93,232.27,"90,042"
2016,2,4,232.91,230.3,232.94,230.12,"84,734"
2016,2,3,228.97,229.29,229.36,227.77,"77,801"
2016,2,2,231.1,232.27,232.95,231.05,"87,257"
2016,2,1,233.67,232.87,233.84,232.13,"106,256"
2016,1,29,232.1,230.97,232.1,228.8,"107,901"
2016,1,28,231.51,229.07,231.62,228.02,"131,304"
2016,1,27,230.96,229.19,231.13,228.83,"92,894"
2016,1,26,227.19,228.66,229.06,226.16,"89,529"
2016,1,25,230.21,229.98,231.37,228.99,"75,663"
2016,1,22,228.79,226.35,228.79,226.31,"115,529"
2016,1,21,223.81,224.83,226.61,223.81,"145,375"
2016,1,20,224.54,229.29,229.3,222.92,"121,075"
2016,1,19,230.08,228.79,230.12,227.03,"80,142"
2016,1,18,228.59,225.56,229.16,225.33,"79,303"
2016,1,15,228.78,233.38,233.76,228.01,"96,871"
2016,1,14,231.38,230.68,231.52,229.41,"78,137"
2016,1,13,233.52,232.24,234.26,231.89,"71,913"
2016,1,12,230.55,232.45,232.85,230.25,"72,237"
2016,1,11,230.83,230.77,232.27,230.34,"76,835"
2016,1,8,233.68,230.4,233.78,229.91,"117,165"
2016,1,7,231.93,233.23,234.54,231.52,"88,012"
2016,1,6,234.6,236.48,236.48,233.27,"89,014"
2016,1,5,236.13,233.96,237.25,233.96,"67,017"
2016,1,4,234.63,239.3,239.35,234.63,"68,179"
2015,12,30,240.38,242.13,242.42,240.03,"67,554"
2015,12,29,241.22,240.69,241.61,238.9,"61,633"
2015,12,28,241.79,245.38,245.51,241.79,"66,381"
2015,12,24,245.33,247.81,247.96,245.33,"58,777"
2015,12,23,246.53,245.64,247.49,244.97,"68,707"
2015,12,22,245.48,244.06,245.51,242.58,"69,970"
2015,12,21,243.76,243.01,244.69,242.01,"53,527"
2015,12,18,243,241.71,244.14,241.42,"61,138"
2015,12,17,244.17,245.2,245.69,242.77,"63,272"
2015,12,16,243.49,240.89,244.37,240.82,"66,772"
2015,12,15,238.8,239.13,239.54,237.98,"54,288"
2015,12,14,238.17,237.55,238.49,236.94,"72,617"
2015,12,11,240.35,240.65,241.83,239.78,"61,336"
2015,12,10,240.6,239.28,241.31,238.99,"81,176"
2015,12,9,239.4,239.59,240.3,238.67,"65,351"
2015,12,8,239.23,240.86,241.77,239.19,"63,313"
2015,12,7,240.68,243.76,243.81,240.67,"48,477"
2015,12,4,242.15,241.86,243.31,241.64,"47,979"
2015,12,3,244.68,245.46,245.49,243.12,"49,724"
2015,12,2,246.6,248.9,249,246.6,"55,559"
2015,12,1,248.7,245.47,249.08,245.39,"61,342"
2015,11,30,244.24,248.3,248.4,243.85,"117,528"
2015,11,27,249.07,250.46,250.6,248.93,"66,676"
2015,11,26,249.43,247.21,249.91,247.21,"84,298"
2015,11,25,246.58,247.79,247.85,246.45,"70,519"
2015,11,24,247.51,245.96,248.05,245.77,"69,431"
2015,11,23,245.92,245.48,246.86,244.94,"69,101"
2015,11,20,244.8,244.74,245.5,244.31,"97,646"
2015,11,19,244.79,243.1,244.79,242.54,"73,734"
2015,11,18,241.44,241.76,242.65,241.16,"80,099"
2015,11,17,241.26,241.99,242.93,240.93,"62,913"
2015,11,16,238.87,239.41,240.81,238.84,"98,793"
2015,11,13,242.71,243.16,243.98,242.56,"59,939"
2015,11,12,245.14,245.73,245.97,245,"49,480"
2015,11,11,245.86,245.47,246.65,244.13,"64,210"
2015,11,10,245.86,247.77,247.84,244.94,"77,450"
2015,11,9,249.21,249.87,250.01,248.29,"75,324"
