year,month,day,close,volume,start,high,low
2019,6,14,45200,612947,45350,45550,44950
2019,6,13,45200,1120414,45800,45850,45000
2019,6,12,45850,814752,45600,46000,45450
2019,6,11,45600,768757,45300,45700,45200
2019,6,10,45500,986201,45100,45500,45050
2019,6,7,44900,1242057,44550,45100,44150
2019,6,5,44900,1215897,44900,45400,44650
2019,6,4,45400,968804,45500,45750,45050
2019,6,3,45150,991194,44450,45200,44200
2019,5,31,44450,1480390,44700,45000,44100
2019,5,30,45200,997578,44800,45400,44800
2019,5,29,45700,2069839,47500,47600,45600
2019,5,28,48000,2486495,46900,48000,46350
2019,5,27,46850,1130401,46900,47100,46700
2019,5,24,46850,771269,46300,47000,46250
2019,5,23,46300,985903,46200,46700,46100
2019,5,22,46050,992972,45650,46350,45500
2019,5,21,45600,980099,44700,45800,44700
2019,5,20,45400,825571,45250,46000,45000
2019,5,17,44950,889308,44700,45500,44600
2019,5,16,44700,1230656,44450,45100,44450
2019,5,15,44950,1101219,44650,45400,44200
2019,5,14,44700,1222005,45500,45500,44600
2019,5,13,45200,692960,44650,45300,44600
2019,5,10,44900,886310,45100,45500,44450
2019,5,9,44450,1484897,45150,45700,44400
2019,5,8,45300,1123469,45200,45600,45200
2019,5,7,45500,1306223,45000,45500,44900
2019,5,3,45200,894322,45200,45350,44800
2019,5,2,45150,1040169,44500,45200,44100
2019,4,30,44100,904496,44700,44850,43850
2019,4,29,44550,741916,43200,44550,43100
2019,4,26,43700,789909,44450,44600,43450
2019,4,25,44450,536795,43900,44450,43850
2019,4,24,44050,941948,44900,45100,43800
2019,4,23,45050,511764,44700,45050,44300
2019,4,22,44700,403960,44500,44900,44200
2019,4,19,44650,383102,44950,45250,44650
2019,4,18,45150,591358,45850,45850,44850
2019,4,17,45550,412782,45450,45750,45150
2019,4,16,45700,621048,45050,45900,45050
2019,4,15,45650,644557,45700,46000,45450
2019,4,12,45800,775865,45750,45900,45200
2019,4,11,45750,1203955,46000,46000,45100
2019,4,10,45750,906003,44900,45750,44800
2019,4,9,45500,558062,44900,45700,44900
2019,4,8,45600,705278,45600,46000,45400
2019,4,5,45600,742190,45900,45900,44800
2019,4,4,45450,818722,44900,45850,44900
2019,4,3,45300,1062865,44700,45300,44200
2019,4,2,44800,1310599,44000,45000,43950
2019,4,1,43750,1184798,44200,44200,42900
2019,3,29,42000,2184394,42350,42750,41600
2019,3,28,42050,762251,42400,43100,41600
2019,3,27,42750,793591,42500,43250,42500
2019,3,26,42750,1359776,42600,43300,42550
2019,3,25,42950,1555826,43150,43550,42800
2019,3,22,43250,839511,42500,43550,42500
2019,3,21,43300,1286717,43850,44100,42950
2019,3,20,44100,583347,43800,44100,43400
2019,3,19,43950,491567,44400,44400,43400
2019,3,18,44100,609669,43750,44200,43700
2019,3,15,44200,1618260,44250,44700,43750
2019,3,14,43800,1376239,43800,44000,43300
2019,3,13,43150,794156,43000,43400,42850
2019,3,12,43000,684726,43200,43300,42800
2019,3,11,42900,867115,43150,43400,42550
2019,3,8,42000,804709,42600,42600,41900
2019,3,7,42650,795862,42900,43200,42200
2019,3,6,42600,901270,43000,43100,42000
2019,3,5,42750,906223,43150,43250,42400
2019,3,4,42800,1288852,44350,44350,42600
2019,2,28,43650,1587500,43450,43900,43150
2019,2,27,43250,1048129,42700,43450,42300
2019,2,26,43000,1121666,43300,43450,42600
2019,2,25,43750,769217,43550,44000,43250
2019,2,22,43700,744692,43250,43850,43000
2019,2,21,43300,942816,42900,43350,42750
2019,2,20,43100,1120211,42950,43500,42550
2019,2,19,42850,905552,43050,43300,42600
2019,2,18,43600,844561,43600,44100,43550
2019,2,15,43700,701897,43800,44000,43050
2019,2,14,44250,1328083,43350,44250,42900
2019,2,13,43350,963388,42500,43450,41950
2019,2,12,42450,1452233,43900,43900,42300
2019,2,11,43300,842690,43850,43900,43000
2019,2,8,43850,917581,43450,43950,43150
2019,2,7,43700,1216760,44050,44050,42850
2019,2,1,43500,1419085,43500,44250,43200
2019,1,31,43200,1495426,43000,43650,42650
2019,1,30,42600,1270227,42400,42600,41600
2019,1,29,42250,1013560,42250,42400,41900
2019,1,28,42350,989383,42300,42600,41850
2019,1,25,42200,1366677,41350,42250,41250
2019,1,24,41950,1532773,41450,42000,41150
2019,1,23,40600,1092002,40550,40950,40150
2019,1,22,40600,1072439,40500,40800,40500
2019,1,21,40600,1016457,40700,40900,40350
2019,1,18,40750,804121,41000,41100,40650
2019,1,17,41350,2926736,41600,41650,40450
2019,1,16,40800,1618419,39950,40850,39700
2019,1,15,39700,1276884,38650,39750,38500
2019,1,14,38350,967288,38550,38800,38100
2019,1,11,38450,1018057,38500,39050,38350
2019,1,10,38350,1637707,39250,39300,38350
2019,1,9,39350,919102,38550,39600,38500
2019,1,8,38500,750695,38400,38850,38400
2019,1,7,38750,743750,39150,39400,38650
2019,1,4,39000,827704,39450,39450,38650
2019,1,3,39100,885359,39450,39550,38900
2019,1,2,39400,868545,40350,40350,39100
2018,12,28,39600,849588,39150,39700,39100
2018,12,27,39050,1178028,39200,39600,38950
2018,12,26,40300,1250714,40800,40950,40100
2018,12,24,41250,734984,41350,41700,40750
2018,12,21,41400,1609143,40900,41450,40550
2018,12,20,40850,797701,40750,41050,40400
2018,12,19,40950,1037637,40900,41100,40500
2018,12,18,40900,1445248,40600,41050,40400
2018,12,17,40550,1112082,39800,41050,39800
2018,12,14,40400,1249111,40100,40800,40050
2018,12,13,39950,2959817,40050,40500,39900
2018,12,12,39950,1819251,39700,40050,39350
2018,12,11,39700,1187430,39550,39850,39300
2018,12,10,39950,1503527,40650,40700,39700
2018,12,7,41300,796832,41800,41900,41300
2018,12,6,41850,773311,42050,42150,41700
2018,12,5,42250,915335,42050,42450,41500
2018,12,4,42150,918239,41600,42300,41550
2018,12,3,41650,1030918,41650,42000,41350
2018,11,30,41200,1471376,41750,42100,41150
2018,11,29,42150,977682,42100,42200,41750
2018,11,28,41500,1604009,42200,42400,41350
2018,11,27,42400,1050013,42550,42750,42300
2018,11,26,42550,1030954,42550,42800,42100
2018,11,23,42600,428583,42750,42800,42350
2018,11,22,42750,478900,42400,42800,42250
2018,11,21,42750,668208,42450,42900,42050
2018,11,20,42650,806569,42450,42850,42000
2018,11,19,42400,718667,42500,43150,42300
2018,11,16,42750,591435,42800,42950,42300
2018,11,15,42750,652193,42700,43250,42650
2018,11,14,43100,1052947,43000,43200,42450
2018,11,13,43400,815870,43750,43750,42750
2018,11,12,43400,531698,42950,43700,42800
2018,11,9,43350,962081,42750,43600,42750
2018,11,8,42850,1264489,43100,43950,42850
2018,11,7,42700,828389,42700,43250,42400
2018,11,6,42700,917909,42900,43200,42550
2018,11,5,42650,1092854,42500,42850,41950
2018,11,2,43000,843604,42350,43150,42300
2018,11,1,42150,1040453,42550,43100,42050
2018,10,31,42550,1693520,42000,42900,41800
2018,10,30,42350,1547119,44300,44300,42250
2018,10,29,44300,1954140,44150,44900,43900
2018,10,26,43550,1268397,43900,45300,43300
2018,10,25,44050,1584939,44800,44850,43500
2018,10,24,45150,1163977,44800,45300,43750
2018,10,23,43800,1432113,45900,45900,43550
2018,10,22,45000,823318,43300,45050,43250
2018,10,19,43250,731322,43350,43750,43150
2018,10,18,43600,858071,43500,44100,43050
2018,10,17,43950,801326,44000,44050,43350
2018,10,16,43200,1012143,43650,44300,43150
2018,10,15,43550,804097,43350,44050,43050
2018,10,12,43250,1269665,44250,44250,42750
2018,10,11,43900,1533359,45250,45900,43650
2018,10,10,46150,1585219,46050,46400,45200
2018,10,8,45550,762460,45900,46000,45550
2018,10,5,45850,979801,46100,46450,45550
2018,10,4,45900,1776300,45550,46150,45400
2018,10,2,45350,1148077,44500,45550,44500
2018,10,1,45150,765305,44750,45750,44700
2018,9,28,45000,1165805,44600,45150,44300
2018,9,27,44600,1481976,43350,44950,43300
2018,9,21,44200,2231056,43850,44450,43800
2018,9,20,43250,1527954,42350,43500,42350
2018,9,19,42250,763631,41850,42300,41800
2018,9,18,42000,1744459,42250,42700,41850
2018,9,17,42650,765971,42400,42800,42300
2018,9,14,42750,2656021,43200,43350,42700
2018,9,13,43200,1620655,43100,43450,42800
2018,9,12,42750,1182587,42400,42950,42300
2018,9,11,42050,818960,41900,42400,41850
2018,9,10,42000,759846,41750,42600,41700
2018,9,7,42200,1193353,42500,42500,41950
2018,9,6,42150,2137346,42450,42650,42100
2018,9,5,42450,1445453,43400,43600,42450
2018,9,4,43850,680581,43900,44000,43600
2018,9,3,43900,595359,43600,44000,43350
2018,8,31,43600,1083603,43500,43600,43300
2018,8,30,43300,774213,43150,43500,43100
2018,8,29,43400,637729,43050,43550,42800
2018,8,28,43300,778412,42900,43550,42850
2018,8,27,42950,970760,41900,43000,41900
2018,8,24,41800,795199,41400,41850,41200
2018,8,23,41450,1065105,42150,42200,41400
2018,8,22,42150,738685,42700,42700,42000
2018,8,21,42900,590277,42500,43200,42250
2018,8,20,42800,491336,43300,43350,42600
2018,8,17,42900,572366,42650,42900,42200
2018,8,16,42650,1016342,41250,42900,41250
2018,8,14,43000,842132,42600,43150,42200
2018,8,13,42550,933797,42800,43050,42150
2018,8,10,43100,653372,43050,43500,42550
2018,8,9,43100,1083410,43600,43650,42850
2018,8,8,43400,1613802,42700,43700,42650
2018,8,7,42650,854074,42850,43250,42550
2018,8,6,43000,661231,43050,43250,42800
2018,8,3,43050,979149,42750,43150,42400
2018,8,2,42550,1057069,43400,43500,42550
2018,8,1,43300,1009130,43700,43950,43150
2018,7,31,43550,1317645,43900,43900,43100
2018,7,30,43600,836530,43750,44250,43600
2018,7,27,43750,818331,43750,44050,43100
2018,7,26,43450,2374170,44250,44500,43450
2018,7,25,44250,1252972,44400,44800,44200
2018,7,24,44400,752876,44500,45050,44400
2018,7,23,45400,944100,45050,45850,44700
2018,7,20,44500,762075,44200,45100,43900
2018,7,19,44500,1096365,44750,45250,44300
2018,7,18,44950,586205,45500,45550,44700
2018,7,17,45700,604077,45100,45700,44900
2018,7,16,45150,783144,44700,45200,44500
2018,7,13,45200,716919,44350,45400,44300
2018,7,12,44050,852322,44200,44500,43800
2018,7,11,44550,742209,43400,44700,43400
2018,7,10,44550,801865,44850,45000,44450
2018,7,9,44600,768318,43850,44850,43750
2018,7,6,43900,976285,43000,44450,43000
2018,7,5,42900,459214,42450,43400,42400
2018,7,4,42800,497383,42350,43100,42350
2018,7,3,42950,812336,43350,43400,42350
2018,7,2,43050,932993,43550,44200,43000
2018,6,29,43300,817645,42950,43550,42700
2018,6,28,43000,961634,43650,44050,43000
2018,6,27,44100,846862,44250,45200,44100
2018,6,26,44600,964897,44200,45150,44050
2018,6,25,44250,1289208,44900,44900,43550
2018,6,22,43800,937611,43400,44050,43400
2018,6,21,43800,1053561,44150,44850,43750
2018,6,20,45000,859063,45650,46250,45000
2018,6,19,45450,1030076,45000,46150,44900
2018,6,18,45900,987510,45800,46650,45500
2018,6,15,45500,1555410,46250,46300,45150
2018,6,14,46700,1744218,46700,47000,46350
2018,6,12,47250,828260,47550,47750,47000
2018,6,11,47550,710540,47600,47650,46800
2018,6,8,47450,895209,47250,47600,46800
2018,6,7,47150,1235685,46500,47250,46400
2018,6,5,45850,852324,45450,45850,44600
2018,6,4,45500,913880,44400,45500,44300
2018,6,1,44300,601472,44100,44550,43900
2018,5,31,43750,2649024,44600,45000,43750
2018,5,30,44750,1299467,45600,45700,44400
2018,5,29,46250,425642,46100,46550,45500
2018,5,28,46350,369865,46750,46900,46150
2018,5,25,46350,716044,47050,47150,46200
2018,5,24,47050,477225,47050,47650,46700
2018,5,23,47000,829859,47200,47450,46800
2018,5,21,47950,664196,47350,48300,47350
2018,5,18,47750,1289283,48050,48200,47450
2018,5,17,48200,724445,48450,48450,48050
2018,5,16,48400,753861,48100,48400,47900
2018,5,15,48100,824327,47800,48400,47800
2018,5,14,48100,686548,47650,48100,47600
2018,5,11,47700,769095,47500,48050,47500
2018,5,10,48000,1097288,47350,48000,46950
2018,5,9,46700,838852,46750,47350,46350
2018,5,8,46950,635250,46600,47100,46350
2018,5,4,46800,689565,47250,47300,46600
2018,5,3,47600,637842,48000,48150,47500
2018,5,2,48150,1117733,48450,48450,47600
2018,4,30,47650,595793,47800,48000,47300
2018,4,27,47200,1013073,47600,48000,47050
2018,4,26,47050,926485,46750,47150,46500
2018,4,25,46500,776259,46850,46850,46350
2018,4,24,46900,1246516,46300,47100,46200
2018,4,23,46100,1405602,45900,46350,45150
2018,4,20,45400,695763,46050,46500,45350
2018,4,19,46050,880716,45850,46300,45800
2018,4,18,46100,1065377,45300,46100,45250
2018,4,17,45450,842271,45700,46050,45400
2018,4,16,45650,517399,45700,45850,45200
2018,4,13,45450,883519,45200,45800,45150
2018,4,12,45000,1157901,44900,45950,44750
2018,4,11,44800,1177876,44350,44900,44350
2018,4,10,44900,1341430,44500,45150,44050
2018,4,9,44850,629565,44600,44850,44150
2018,4,6,44700,798756,44400,44750,44250
2018,4,5,44300,720098,44600,44700,44100
2018,4,4,44200,972928,44100,44700,43900
2018,4,3,43950,1688993,45200,45200,43650
2018,4,2,45400,938681,45700,46200,45250
2018,3,30,45700,1036164,45650,45900,45500
2018,3,29,45150,1065117,45050,45300,44550
2018,3,28,45050,857875,45450,45450,44600
2018,3,27,45950,1278411,45300,46350,45250
2018,3,26,45100,948921,44750,45150,44200
2018,3,23,44750,1219573,45000,45300,44600
2018,3,22,46100,1261583,46300,46300,45500
2018,3,21,45400,1051614,45000,45800,45000
2018,3,20,45050,699218,44600,45100,44400
2018,3,19,45050,509055,45100,45150,44750
2018,3,16,45050,1064712,44550,45250,44550
2018,3,15,44700,854478,44600,44950,44300
2018,3,14,44750,666644,45000,45400,44650
2018,3,13,45250,998320,45350,45500,44950
2018,3,12,46000,1049208,45600,46250,44800
2018,3,9,45250,1007099,45000,45250,44450
2018,3,8,44950,1584054,45100,45150,44100
2018,3,7,44550,1676704,43800,44750,43750
2018,3,6,44650,1465750,45250,45650,44650
2018,3,5,45150,1365915,46400,46550,45050
2018,3,2,46450,1330036,47450,47450,46400
2018,2,28,47400,1810742,46600,47400,46600
2018,2,27,46950,1163607,47500,47950,46950
2018,2,26,47450,1321986,48900,48900,47400
2018,2,23,48450,746896,47850,48600,47650
2018,2,22,47750,699030,47750,48100,47550
2018,2,21,48150,821473,48200,48300,47350
2018,2,20,48200,719554,48100,48400,47700
2018,2,19,48100,745849,48100,48250,47800
2018,2,14,47300,1602309,47450,47950,47150
2018,2,13,47900,1109326,48400,48900,47900
2018,2,12,48350,739355,47950,48700,47750
2018,2,9,47800,1362972,48450,48850,47250
2018,2,8,49600,1348592,48800,50400,48650
2018,2,7,49400,1148106,51300,51400,49350
2018,2,6,50600,1225465,51700,51800,49700
2018,2,5,52500,807406,52800,53300,52300
2018,2,2,52800,725289,52600,53000,52000
2018,2,1,52600,948577,52800,53300,52400
2018,1,31,53300,1349913,53200,53300,51500
2018,1,30,53400,1482202,52700,53700,52700
2018,1,29,52700,865037,52500,53200,52400
2018,1,26,51800,891158,51400,52200,51200
2018,1,25,51900,753284,52100,52700,51600
2018,1,24,52700,719303,53000,53100,52200
2018,1,23,53000,898072,52300,53000,52000
2018,1,22,51800,977376,53700,53700,51600
2018,1,19,52900,1050435,52500,53000,51900
2018,1,18,51100,1415316,52300,53000,51000
2018,1,17,52700,709354,51600,52800,51600
2018,1,16,52200,810085,53300,53300,51600
2018,1,15,53300,517193,53500,53500,52500
2018,1,12,53000,1016178,53400,53500,52700
2018,1,11,52000,1057034,52500,52500,51700
2018,1,10,52500,906245,52400,52900,52300
2018,1,9,52300,1193498,52800,52800,52100
2018,1,8,52000,1431877,50500,52000,50400
2018,1,5,50100,680197,49650,50500,49600
2018,1,4,49400,912529,50300,50300,49400
2018,1,3,49950,684675,49400,50100,49350
2018,1,2,49400,533652,49900,50000,49000
2017,12,28,49400,752119,49400,49500,48850
2017,12,27,49500,722943,49500,49650,48950
2017,12,26,50900,953600,50800,51400,50800
2017,12,22,50700,662896,51000,51000,50500
2017,12,21,50700,908834,50600,50900,50400
2017,12,20,50900,887024,50400,50900,50100
2017,12,19,50400,939041,50300,50600,50000
2017,12,18,50300,835121,50000,50300,49500
2017,12,15,50100,1914793,50100,50300,49900
2017,12,14,49650,2608925,48700,50300,48550
2017,12,13,48400,1133353,47750,48700,47750
2017,12,12,47950,1342497,47850,48000,47650
2017,12,11,48000,764634,48200,48300,47800
2017,12,8,48200,1171048,48050,48350,47800
2017,12,7,48050,759540,48350,48550,47900
2017,12,6,48350,950238,48500,48550,48100
2017,12,5,48500,718912,48350,48500,48050
2017,12,4,48000,865120,47650,48200,47400
2017,12,1,47100,1180171,48500,48500,47050
2017,11,30,48400,2151052,48800,48800,48100
2017,11,29,48300,808898,48300,48400,47800
2017,11,28,48150,1090743,47600,48450,47600
2017,11,27,47650,1158830,47850,48350,47600
2017,11,24,47750,785984,47850,47900,47550
2017,11,23,47800,741320,48500,48500,47750
2017,11,22,48200,842652,48000,48400,48000
2017,11,21,47900,586939,48400,48450,47850
2017,11,20,48300,602374,48500,48650,48050
2017,11,17,48200,1086772,48850,48850,48050
2017,11,16,48750,955097,49000,49000,48550
2017,11,15,48450,1096778,48050,48550,48050
2017,11,14,48350,1003131,48400,48500,48100
2017,11,13,48150,724636,47900,48450,47900
2017,11,10,48000,1179782,48650,48650,47900
2017,11,9,48400,1644483,48550,48600,48100
2017,11,8,48600,1770473,49400,49500,48500
2017,11,7,50100,4601509,49650,50200,49500
2017,11,6,49650,907047,51100,51100,49500
2017,11,3,51000,493462,50300,51300,50300
2017,11,2,50300,490260,50200,50500,50000
2017,11,1,50200,794886,49450,50600,49450
2017,10,31,50200,1458077,50700,50700,49500
2017,10,30,50900,682565,50700,51500,50700
2017,10,27,51100,706427,51500,51600,51000
2017,10,26,51700,758296,51900,52000,51400
2017,10,25,51300,794295,50900,51500,50600
2017,10,24,50600,560889,50000,50900,49700
2017,10,23,50200,1053132,50600,50700,49750
2017,10,20,50900,626758,51500,51700,50100
2017,10,19,50800,842261,50200,51200,50100
2017,10,18,49800,744345,49400,49900,49050
2017,10,17,49400,758921,49700,50000,49200
2017,10,16,49650,720687,50800,50900,49550
2017,10,13,50700,436899,50400,50900,50200
2017,10,12,50600,1053823,50300,51100,50200
2017,10,11,50500,700274,50500,50700,50100
2017,10,10,50100,1912102,50600,51100,49700
2017,9,29,50300,627158,50600,51000,50000
2017,9,28,50400,980308,49650,51100,49350
2017,9,27,49650,885326,49850,50400,49050
2017,9,26,50400,1165068,50300,50500,48600
2017,9,25,50600,459996,51700,51900,50300
2017,9,22,51700,681851,51400,52700,51200
2017,9,21,51300,1992199,51400,52200,51200
2017,9,20,51300,1094482,50800,51600,50500
2017,9,19,51200,948409,51800,52200,50900
2017,9,18,51600,1040786,50800,51600,50500
2017,9,15,50900,1145910,49750,50900,49650
2017,9,14,49700,1169139,48550,49700,48350
2017,9,13,48750,643349,49400,49400,48300
2017,9,12,48950,547151,49600,49600,48850
2017,9,11,48750,734292,48400,49150,48300
2017,9,8,48650,443303,48700,48850,48200
2017,9,7,49000,1292775,48500,50000,48300
2017,9,6,48000,1739134,47850,48700,47250
2017,9,5,48950,1413409,51100,51300,48650
2017,9,4,50800,573135,50700,51600,50600
2017,9,1,51500,555685,51700,52000,51100
2017,8,31,52000,904339,52200,52500,51500
2017,8,30,52600,585404,52900,52900,52300
2017,8,29,52600,646259,52600,53000,51600
2017,8,28,53400,455689,52700,53400,52200
2017,8,25,53300,565012,52500,53400,52200
2017,8,24,52200,623439,51800,52600,51800
2017,8,23,52200,422460,52500,52500,51800
2017,8,22,52100,393748,51700,52500,51700
2017,8,21,51600,404319,51800,52300,51300
2017,8,18,51900,757244,51900,52500,51900
2017,8,17,52600,767234,52700,53100,52300
2017,8,16,53100,1156040,54900,54900,52700
2017,8,14,53500,705422,52700,53800,52700
2017,8,11,53100,1227727,53800,54000,52800
2017,8,10,55400,1350593,55200,55500,54100
2017,8,9,55300,1283753,54500,55500,54200
2017,8,8,54800,832898,55400,55400,54500
2017,8,7,55200,1092158,54000,55300,53500
2017,8,4,54400,1185506,52900,54600,52900
2017,8,3,53200,919793,53000,53400,52300
2017,8,2,53400,733850,53900,53900,52800
2017,8,1,54200,1021165,52500,54200,52400
2017,7,31,53200,909180,52000,53300,51800
2017,7,28,52800,1008603,52300,53000,52200
2017,7,27,52800,1015772,53500,53500,52200
2017,7,26,53000,1089980,53000,53000,52800
2017,7,25,52400,865827,52900,53000,52300
2017,7,24,52600,1011486,52700,53000,52400
2017,7,21,52300,2426599,51300,52500,51100
2017,7,20,50600,614994,50600,51200,50300
2017,7,19,50800,1190929,50400,51000,50000
2017,7,18,50100,1171797,49550,50400,49400
2017,7,17,49300,1129613,49350,49450,49050
2017,7,14,49100,715387,49150,49450,48900
2017,7,13,49050,1286094,49950,49950,49050
2017,7,12,49600,676789,49800,49900,49450
2017,7,11,49950,898266,49650,50300,49550
2017,7,10,49400,679344,48850,49650,48700
2017,7,7,48900,611700,48750,49000,48700
2017,7,6,49200,862327,49250,49600,49050
2017,7,5,49550,837698,49600,50000,49200
2017,7,4,49900,696799,49800,50300,49650
2017,7,3,49550,503554,49750,49950,49250
2017,6,30,49300,888147,50200,50300,49250
2017,6,29,49900,1404702,49900,51300,49900
2017,6,28,49900,1234126,48600,49900,48350
2017,6,27,48500,769352,48950,49000,48300
2017,6,26,48550,503527,48600,48750,48300
2017,6,23,48800,1012217,49100,49350,48700
2017,6,22,48750,1272150,48850,48950,48250
2017,6,21,48450,1358325,49250,49400,48100
2017,6,20,49600,750963,49950,50000,49300
2017,6,19,50200,534377,50800,50800,50000
2017,6,16,50600,750027,50200,50600,49550
2017,6,15,50100,861504,50600,50900,49650
2017,6,14,50700,996192,50200,50700,49700
2017,6,13,50100,437819,50300,50400,49800
2017,6,12,50300,1279975,50500,51200,49900
2017,6,9,49900,974960,49350,50100,49300
2017,6,8,49400,1342162,49200,49850,48800
2017,6,7,49300,1161981,49100,49500,49050
2017,6,5,49400,638574,50000,50300,49150
2017,6,2,49900,1166534,49300,50100,49250
2017,6,1,49250,657114,49400,49550,48800
2017,5,31,49450,1305870,48850,49500,48500
2017,5,30,49050,543818,49500,49600,49000
2017,5,29,49750,705087,49950,49950,49500
2017,5,26,49650,817677,49200,50200,49050
2017,5,25,49400,837885,49550,49900,49300
2017,5,24,49300,863305,50300,50400,49150
2017,5,23,49500,1136673,49200,50100,49200
2017,5,22,49100,1276979,48900,49350,48800
2017,5,19,48800,828177,48800,49800,48700
2017,5,18,48700,1137397,48500,48900,48150
2017,5,17,49100,848023,49700,50000,48850
2017,5,16,49900,1106494,50900,51000,49600
2017,5,15,50100,956352,50500,50900,49950
2017,5,12,50100,648807,50800,51200,50000
2017,5,11,50800,1958462,50000,50800,49700
2017,5,10,49300,2329091,50500,51400,49300
2017,5,8,49850,1096782,48800,49850,48200
2017,5,4,48450,623783,48600,48700,48000
2017,5,2,48150,1297348,48100,48800,47600
2017,4,28,47550,792293,46850,47650,46850
2017,4,27,48000,795277,48300,49250,47600
2017,4,26,48650,814383,48800,49050,48450
2017,4,25,48900,1235945,48700,48950,48150
2017,4,24,48800,1160904,48100,48800,47900
2017,4,21,47650,1314224,48150,48450,47450
2017,4,20,47650,904257,47250,47700,46800
2017,4,19,47200,801514,47350,47400,46550
2017,4,18,47050,628835,47200,47400,46950
2017,4,17,47000,670533,46500,47200,46500
2017,4,14,46250,369293,45700,46250,45600
2017,4,13,46550,735746,45500,46600,45400
2017,4,12,45600,473241,46100,46100,45450
2017,4,11,45800,603428,46250,46450,45650
2017,4,10,46000,666963,46850,46900,45900
2017,4,7,46850,1064264,48000,48000,46500
2017,4,6,47700,927215,47800,47800,47050
2017,4,5,47300,810407,47200,47750,46650
2017,4,4,46700,604829,46900,46900,46250
2017,4,3,46800,794565,46450,47200,46350
2017,3,31,46600,974497,47350,47350,46550
2017,3,30,46950,1096901,47450,47450,46600
